,KOUN%TOTQ,KOEMPTOTO,KOEMPWREP,KOPOPACTE,KOHWRWEMP,KOIMPCONA,KOWRCCNSE,KOWRCDURE,KOWRCSEME,KOWRCNODE,KOCREU..A,KOCSMTTOA,KOCONPRCF,KOCPCOREF,KOCPEXFEF,KOMSCONGG,KOPICONGG,KOSIAI..E,KOSIAWRTE,KOSIAHOTE,KOMPCONDG,KOMPCONNG,KOMPCONGG,KOBSIHAPR,KOBSIBNER,KOBSIBNMR,KOBSIEMAR,KOCNFCONR,KOCSHHLMR,KOCSHHEMR,KOCSPHIMR,KOCSPSPMR,KOCSECDMR,KOCSECEMR,KOCSEMEMR,KOCSEOHSR,KOCSEOHDR,KODBLNHSA,KOCALL.,KOLRLTHH,KOUS$...,KOCNPER.D,KOEXPGDSA,KOEXCHINA,KOIMPGDSA,KOEXPPRCF,KOIMPPRCF,KONETTRDF,KOPROPRCF,KOPPSRM.F,KOEQUIPTE,KONEWCONA,KOVALCONA,KOPSMANUG,KOPIMANUG,KOIPALL.G,KOCYLEADR,KOROCOINF,KOBSESI.R,KOCOBUSIR,KOCNFBUSR,KOBSIXMER,KOBSIBCOQ,KOBFDSAAF,KOBFXSAAF,KOBSIBCEQ,KOGDP...D,KOCNGOV.D,KOEXNGS.D,KOIMNGS.D,KOEMPMANF,KOEMPCONF,KOIMPGDDA,KOEQUIMAE,KOEQUITTE,KOCONPMTH,KOCONSTRP,KOMSCAPGG,KOPICAPGG,KOSIARRLE,KOSSBFMBE,KOIPMIMAG,KOMPRI30G,KOMPCAPGG,KOBSIIMPR,KOBSIIMER,KOBFINAAF,KOBUSINVR,KODBLNEQA,KOLRLTCO,KO3YEARC,KOSHRPRCF,KOGFCF..D,KOGCFCNSD,KOGCFFNVD,KOBSIBAPR,KOEXPMOVH,KOEXPSCOH,KOIPCHXPG,KOIPCOMPG,KOIPVECHG,KOIPXBSBG,pmiall,pmiout,KORFBEV_agg,KORWHLS_agg,KORMCMP_agg,KORELEC_agg,KORCNST_agg,KORMACH_agg,A001_agg,GSCITOT_agg,KOBDY10_agg,KOCBNG3_agg,KORCOMP_agg,USSKORW_agg,USEPUPO_agg
1996-01-31,0.028640156,0.304174849,,0.078379303,-0.012009855,9.848228261,1.941808586,-7.616136097,1.427462779,5.568038503,,,0.980584889,0.679787949,0.690014813,-0.550965581,1.174181788,,,,0.769826743,0.801072375,0.718910357,,,,2.0,,-1.333333333,1.0,-0.666666667,,-4.666666667,-0.333333333,0.0,,,0.446538942,-0.7,,2.077913502,,-16.9603593,-33.11234659,2.025012635,0.855112099,1.266507694,-0.680635528,1.247093325,4.050562529,4.499736593,5.691431729,,0.886268726,2.185879381,,0.266311742,0.816331064,,,,,3.4,-6.0,-7.0,4.7,,,,,-0.566332264,,-6.509710363,-1.276613082,20.82683615,-74.62709326,,3.325722176,1.214238683,,,-0.323102058,,3.063696946,,,-5.0,5.0,-0.259427441,,0.05,-0.467714957,,,,,,,,,,,,,-0.051384856,-0.080604287,-0.05778262525,-0.0263519025,-0.06523723625,-0.062849561,,-2.190487537,1.05,0.015,1.34764824,0.081153294,65.52499999999999
1996-02-29,-0.065968469,0.859815523,,0.414274148,-0.328775283,4.017130604,-0.643089033,-0.722024797,-1.427462779,-0.387597384,,,0.393295759,0.302625954,0.274678284,-0.138217023,2.87651664,,,,-1.079424513,3.91184166,1.845332704,,,,0.0,,-1.333333333,1.0,-0.666666667,,-4.666666667,-0.333333333,0.0,,,0.594726728,0.3,-0.02,-0.891843492,,-0.398121651,6.8707703,-4.803572945,-0.783572809,-1.390500271,-0.640657083,0.355679645,0.482094598,-0.601807233,1.917436804,,2.612630459,3.453198354,,0.0,0.809721023,,,,,4.6,4.0,1.0,0.3,,,,,1.136044572,,-7.883889384,4.603323181,-21.50023937,5.500207877,,2.765153133,1.878791387,,,1.923136193,,5.859416427,,,0.0,-2.0,0.073044556,0.07,-0.2,-3.001986753,,,,,,,368.6,128.1,388.2,377.0,,,-0.03142730325,0.011733595,-0.00614360475,0.001928912,0.0094303797499999,-0.02472960825,,5.632445675,-0.175,-0.21,-2.497951232,0.274958143,66.7
1996-03-31,0.027160473,-0.980598495,,-0.700408274,0.286822101,7.671909659,0.643089033,1.438873745,0.0,0.58083416,,,0.670643348,0.86718533,1.074270712,0.27624327,1.872713905,,,,0.464037956,2.64999734,1.535270909,,,-2.0,-5.0,,-1.333333333,1.0,-0.666666667,,-4.666666667,-0.333333333,0.0,,,0.826941783,-0.5,-0.04,0.124237142,7.25565782,16.78117389,25.24554409,5.530703438,-1.271457695,-0.550965581,0.556360621,-0.262771617,-0.482094598,2.189142148,-11.43450671,,-0.286944243,2.06725708,,0.530505223,0.536194314,,,,,-8.8,16.0,6.0,1.9,7.954203045,9.288490231,23.9952852,22.87409121,-1.176968912,,20.21867116,0.814668457,8.108166881,29.39178025,,-1.603699891,1.511363781,,,0.0,,-2.8867984,,,2.0,6.0,-0.348444311,-0.1,-0.03,1.620189082,17.48243838,16.22813964,27.61866622,87.0,,,370.4,125.3,390.6,385.2,,,-0.0350775716,-0.0417622276,-0.0337635596,-0.0688188404,-0.0081965824,-0.0323359294,,7.407291376,0.3,-0.365,0.248513244,0.099364739,80.416
1996-04-30,-0.010045372,0.411043914,,0.602782431,0.03667842,6.715036669,1.484650812,0.711746777,3.144913268,0.769234562,,,0.684617347,0.474642712,0.372439909,2.047853134,0.0,,,,-1.555241301,3.667892822,1.784536032,,,13.0,3.0,,1.0,-1.4e-14,0.0,,6.0,4.0,1.333333333,,,0.528924473,-0.8,-0.33,-0.105015122,,-9.432632914,-2.406564717,4.336540727,-1.279680539,0.851824139,-0.645666275,0.463249748,1.473386256,-4.427282368,-0.80200595,,2.272825108,2.275698712,,0.264200946,0.533334598,,,,,-1.0,1.0,0.0,-1.1,,,,,-0.18693745,,-1.750658314,-2.672307014,-10.5014435,4.873095929,,0.690451535,2.143528072,,,3.432474254,,2.275175698,,,3.0,1.0,0.378128496,-0.2,0.09,12.37083957,,,,,,,373.1,136.1,388.4,384.8,,,0.1175889119999999,0.09040350125,0.0753351755,0.05195971225,0.0805636415,0.0837645485,,7.82807418,-0.8,-1.12,10.3883698,-0.528092022,84.455
1996-05-31,0.038588791,0.281666959,,0.330056569,-0.109302163,7.740443159,-1.698554637,6.520319381,-2.191010964,-3.906746819,,,0.570011656,0.38508712,0.286847408,0.13504391,0.923367595,,,,5.043085363,-3.543437299,-0.272479733,,,-8.0,-1.0,,1.0,0.0,0.0,,6.0,4.0,1.333333333,,,0.617314805,2.0,-0.04,-0.034602298,,5.474344167,-2.722393164,0.0438309,-3.053988328,-0.638186885,-2.149358039,0.061604807,0.475060276,1.023550389,3.23822559,,-0.846267392,2.225060893,,0.0,0.794706169,,,,,-5.0,-3.0,-5.0,2.1,,,,,0.530435878,,-1.096218957,-1.257878221,8.29662978,1.838143267,,0.685716973,3.997334741,,,0.0,,0.0,,,5.0,1.0,0.853849283,0.19,0.09,-8.264830135,,,,,,,368.6,145.9,388.6,380.2,,,0.121528793,0.0272707924,0.0111533434,-0.0244234733999999,0.0542535978,0.0123954614,,-2.0931162,0.6,0.91,-6.643006733,1.18746331,100.756
1996-06-30,0.083952657,0.13813174,,0.285270967,-0.201129763,2.020605756,0.213903825,-1.675081042,-1.434287536,1.581060603,,,0.0,0.087313373,0.201986266,-2.59754864,1.640875467,,,,-13.71572897,0.866878494,-4.606536684,,,-16.0,1.0,,1.0,1.4e-14,0.0,,6.0,4.0,1.333333333,,,0.18319343,0.94,0.08,2.255944403,8.076792803,0.58928428,2.397189626,-7.797249621,-0.497073352,0.390486829,-2.378700242,0.322804062,0.0,-9.612517577,-12.55542551,,-2.873760977,0.973243692,,-0.264200946,0.526317004,,,,,-10.3,-17.0,-4.0,-12.5,7.630269415,6.300517581,-20.46270407,10.75864172,0.755699133,,-8.278083656,-5.195973893,-23.19400894,0.800892012,,-0.456621798,-2.218791498,,,-3.115516778,,-7.647036399,,,-9.0,-2.0,0.581683999,0.05,0.02,-9.22222374,-4.228265381,-18.52603083,11.23357898,87.0,,,361.6,143.5,367.6,379.3,,,-0.0488155697499999,-0.103792158,-0.08726466325,-0.1384395255,-0.0864558659999999,-0.0865474727499999,,2.172295719,0.475,0.295,-10.04697339,3.310026215,68.5875
1996-07-31,-0.080717245,0.3084943,,0.239408166,0.414698819,-21.08522572,1.062709257,-4.491255668,7.868359212,0.0,,,0.475581654,0.278891587,0.184796357,0.276625349,4.074965917,,,,11.60721713,-3.641331357,2.399550556,,,-9.0,-1.0,-1.0,-1.0,-1.0,0.333333333,1.0,-7.0,-7.333333333,-4.666666667,,,0.357739079,0.6,0.14,1.837739213,,-13.27911761,0.64850491,8.194133732,1.650160994,2.138181703,-1.024204396,0.718712475,1.678454979,19.49470494,16.3302404,,1.734147504,1.442332696,,0.264200946,0.262123348,,,,,-0.9,-7.0,-3.0,-2.3,,,,,-0.678470668,,20.68746869,19.3371393,20.93948511,7.790387522,,0.228571528,6.513930217,,,2.191010964,,5.371860701,,,-4.0,-6.0,1.744838688,-0.3,0.02,-0.221244407,,,,,,,,,,,,,-0.02820070275,-0.0860832275,-0.0405765892499999,-0.01210829225,-0.059259298,-0.09247020375,,-2.247880886,0.175,0.34,-0.966611884,0.135446065,118.175
1996-08-31,0.126640672,0.141825917,,0.328984931,-0.048186033,11.34194453,-4.099819045,-0.353982671,-2.706932197,-5.646661167,,,0.473330576,0.191287772,0.468855514,-0.832182334,1.550418654,,,,-2.465456156,0.0,-0.559442019,,,-6.0,3.0,-1.0,-1.0,-1.0,0.333333333,1.0,-7.0,-7.333333333,-4.666666667,,,0.257936597,2.48,-0.14,0.497064666,,-2.137991303,-11.05801601,1.784830144,-0.316192642,0.760065846,-0.568290978,0.1066017,2.140704174,-1.674457727,38.63560709,,0.0,0.950125912,,0.0,0.261438057,,,,,-5.9,-3.0,-1.0,-1.7,,,,,-0.428897455,,-1.408320542,-2.035222885,0.325203539,-39.53369837,,0.682596507,3.395160047,,,-0.621120009,,-0.629592846,,,-1.0,-4.0,1.589568133,0.01,0.01,-4.842088065,,,,,,,374.0,128.1,388.4,376.1,,,0.007578549,-0.041027527,-0.012247332,-0.0181393711999999,-0.0477305042,-0.0181378646,,2.139985777,0.6,0.185,-4.646854863,0.643058897,67.162
1996-09-30,-0.130467531,0.331833172,,0.329913402,-0.450108917,-5.644313844,3.676089598,-0.711746777,0.0,6.622278661,,,0.181455321,0.294908705,0.20026709,2.340093016,1.358255177,,,,2.160577871,-0.770222036,0.0,,,9.0,1.0,-1.0,-1.0,-1.0,0.333333333,1.0,-7.0,-7.333333333,-4.666666667,,,0.949107485,-1.41,0.05,0.604187195,1.620319686,3.098982591,9.063202245,-12.77857974,0.208133947,1.519967782,-0.973568824,0.212863088,1.5839995,-6.391332574,-52.16413528,,1.704586727,0.236127619,,-0.264200946,0.520834511,,,,,-0.9,9.0,-1.0,-3.0,7.315598019,5.286647912,9.66659518,10.47683392,-0.052442596,,-17.95810954,-8.58226191,2.564243061,31.11665177,,2.020270732,0.723068949,,,1.545625824,,3.312932376,,,-5.0,1.0,1.125912358,0.02,-0.08,0.864848256,26.0312324,19.66644745,34.88549843,79.0,,,374.7,133.5,393.2,385.7,,,0.00035466475,-0.0700660785,-0.045642284,-0.09874489925,-0.09483190925,0.03239555625,,3.716275993,-0.175,0.055,1.404828798,0.311038382,41.065
1996-10-31,0.195747848,0.009352992,,0.224788507,-0.62885796,13.55672461,2.929079692,0.711746777,4.471683878,3.059512058,,,0.0,0.086572597,0.183226502,-0.408998525,-2.389192142,,,,-1.074453928,0.128783018,-0.986618292,,,10.0,0.0,-1.666666667,-0.333333333,-1.333333333,-2.333333333,-2.666666667,-0.666666667,-0.666666667,-2.333333333,,,0.454282005,0.54,0.04,0.709364731,,17.03775419,10.83608645,17.1992529,0.910677707,0.827078729,-1.249865468,0.030372058,2.533384378,4.879016417,-14.56771754,,0.841519693,-1.186253531,,-0.530505223,0.518135874,,,,,2.5,11.0,4.0,-1.3,,,,,-0.639463285,,19.84330397,5.738468378,0.315956029,-13.20403798,,1.762160135,0.143988506,,,-1.545625824,,1.616196796,,,6.0,-6.0,1.34419763,0.01,0.02,-4.147279447,,,,,,,,,,,,,0.09285646075,0.0678495202499999,0.074234998,0.0694210875,0.02411236175,0.11499310275,,-1.90253931,-0.2,-0.32,-2.177679909,0.212663039,41.345
1996-11-30,0.164585593,0.493986124,,0.625307308,0.078019285,-10.32857471,-1.244829353,6.851994644,-3.712378787,-2.865525576,,,0.0,0.0,0.0,0.680737823,-0.519481688,,,,3.933941456,-3.270402642,-0.568183347,,,1.0,1.0,-1.666666667,-0.333333333,-1.333333333,-2.333333333,-2.666666667,-0.666666667,-0.666666667,-2.333333333,,,0.340432705,-0.27,-0.08,0.068849313,,-3.86368707,7.397204685,-1.361757764,-0.123696053,0.201511403,-0.014569118,0.030362836,1.520587871,3.371105734,50.35316166,,-0.841519693,0.950125912,,0.0,0.772204609,,,,,4.0,0.0,-1.0,-2.1,,,,,-0.749306253,,-0.635094776,4.328050836,2.029734006,-0.508963258,,-0.43763746,1.711882033,,,1.545625824,,0.599402394,,,-1.0,-1.0,0.832565705,-0.19,0.04,-3.231474462,,,,,,,377.5,141.1,394.0,383.5,,,-0.0624200354,-0.0670016212,-0.0671800402,-0.0700377616,-0.0730562896,-0.0590251793999999,,6.810461693,0.1,0.23,-6.238579879,0.21480551,36.178
1996-12-31,0.018476191,0.344079083,,0.342610163,0.201220885,4.741635206,2.677811908,0.660068403,2.095885102,3.615998141,,,0.379987791,0.103788281,0.099800407,2.412985706,-4.074965917,,,,-5.020065399,1.844584579,0.0,,,3.0,6.0,-1.666666667,-0.333333333,-1.333333333,-2.333333333,-2.666666667,-0.666666667,-0.666666667,-2.333333333,,,0.981546121,-1.87,-0.13,1.300402202,13.66931629,6.952273369,17.44761158,1.755183383,0.140177306,1.316575971,-0.384419344,0.272851465,0.0,3.261158559,4.277881766,,3.051554393,-0.236686501,,1.058210933,0.511510067,,,,,-1.7,-6.0,1.0,-0.5,6.964622957,10.25594101,24.08431951,15.66946396,0.028949313,,-2.95264698,-2.046583059,19.84200263,29.14188424,,3.871451218,0.14134278,,,2.424361161,,0.0,,,-4.0,-1.0,1.803898594,0.24,0.33,-11.89800708,-1.382058372,1.043502073,-6.579598913,72.0,,,380.4,152.6,384.4,383.5,,,-0.02020007075,-0.098811413,-0.08061146475,-0.1360341325,-0.13360336475,-0.048192195,,1.455127014,0.2,0.485,-11.7573869,1.818123891,48.79
1997-01-31,0.088686581,0.61076865,,0.401089965,-0.310661229,-12.02715675,-2.053460244,-24.05641495,-0.296736123,3.489793985,,,0.755671102,0.362413029,0.365085039,-12.24295757,0.180668522,,,,-18.82674357,-1.578980173,-7.542376182,,,-21.0,4.0,-2.0,-2.0,-2.0,-1.0,-1.333333333,-5.333333333,-4.666666667,-3.333333333,,,0.331743703,-1.12,-0.01,1.286061896,,-30.20321693,-34.22625275,-8.333397028,0.238673419,1.054028204,-1.191803999,1.173828376,1.558473102,-10.71446375,-22.71868833,,-7.075085612,0.47281412,,0.0,0.0,,,,,-6.8,-21.0,-8.0,-3.6,,,,,-0.322484214,,-18.49527298,-1.515180502,-44.42296516,-49.26196593,,-5.864872708,-4.329680575,,,-5.856835415,,-8.087306561,,,-4.0,0.0,0.670686525,0.31,-0.4,5.179683762,,,,,,,380.4,145.9,345.6,376.6,,,-0.0456750557999999,-0.0437679452,-0.0692132382,-0.077470653,0.0234027272,-0.2618196004,,-2.521725716,-0.4,-0.59,4.982750151,2.546766641,42.132
1997-02-28,0.130717714,0.269733546,,0.217525074,-1.655463529,-8.48435486,2.053460244,20.71162154,0.74019583,-2.930612659,,,0.554117067,0.292423017,0.380260027,3.674182565,6.971463262,,,,23.40071157,0.529101763,8.393445149,,,-4.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.333333333,-5.333333333,-4.666666667,-3.333333333,,,0.720531329,0.1,0.03,1.977078838,,3.565014726,-3.572984492,-8.559139733,1.873018925,0.212748628,-0.882110879,0.418035843,2.159652023,-4.879016417,25.48308353,,5.699548105,2.561257586,,0.786373646,0.254777208,,,,,0.5,4.0,6.0,-1.9,,,,,-0.729409073,,-10.72576773,-11.08889159,16.70540847,-16.04783077,,2.212479628,2.763812282,,,4.348511194,,6.075166241,,,-3.0,0.0,0.476733198,-0.04,0.09,-1.366757184,,,,,,,381.6,141.1,397.2,376.6,,,0.09945025425,0.03071942725,0.0816350135,0.1371382589999999,-0.03783627275,0.008767382,,-7.712269103,0.0,0.355,-0.906815462,0.521012132,59.6925
1997-03-31,0.324992844,-0.240343641,,0.158623204,1.536276881,18.91268573,-0.611622702,-4.879016417,-0.29542119,0.740744128,,,0.373632674,0.548134295,0.641502323,1.290340484,2.32955626,,,,0.148920355,0.394997222,0.0,,,1.0,-2.0,-2.0,-2.0,-2.0,-1.0,-1.333333333,-5.333333333,-4.666666667,-3.333333333,,,0.91408267,1.46,-0.04,1.438527664,-2.957901369,19.04832719,24.45948288,12.8278978,0.66739282,-0.853723786,1.467526399,-0.074521205,-3.718125124,-0.208550649,6.442381526,,1.648388972,2.272825108,,0.780238028,0.254129743,,,,,-0.5,15.0,3.0,3.3,1.925804971,-9.708514875,12.21715135,-11.009768,-0.919207931,,19.23919623,-4.135518568,12.11219369,38.22101196,,0.218579322,6.121521454,,,1.508324221,,0.809721023,,,2.0,1.0,-0.393393096,0.12,0.3,0.119656998,-13.07532743,-5.930759846,-26.35861118,61.0,,,383.7,141.1,398.3,369.1,,,0.0307192802499999,-0.082580391,-0.02007720375,0.007737499,-0.1607859395,-0.138351054,,1.235640291,0.65,0.135,-4.307368797,4.215652606,69.5125
1997-04-30,-0.279409921,0.130105233,,0.015605954,0.333900495,2.042424925,2.623763022,10.5003309,-0.44477464,1.100928551,,,0.460667009,0.289978881,0.278346475,2.114243657,2.917548913,,,,3.077165867,1.30550157,1.819504359,,,6.0,-3.0,-0.666666667,-1.0,-0.333333333,-1.0,-2.0,1.0,2.333333333,1.333333333,,,0.968609461,0.05,0.04,1.596225592,,0.605155835,2.421172969,-1.965872115,2.281829315,0.837374567,1.494636037,0.268016837,0.705849179,4.888957269,-15.61203064,,2.953234757,1.560789767,,1.030936966,0.758537139,,,,,-1.1,2.0,1.0,-4.7,,,,,0.070371506,,3.823891068,5.617027147,4.064420094,9.844686479,,1.301536811,2.268276035,,,2.074148431,,2.390552085,,,0.0,-7.0,0.307863725,0.01,-0.27,3.751064508,,,,,,,,,,,,,0.0086604445,0.07207333475,0.07728862925,0.0856952105,0.01350668525,0.09133032025,,2.580382119,-0.175,-0.07,5.259512681,-0.186891716,84.64
1997-05-31,-0.067594004,-0.331210698,,-0.354364992,-2.988551927,-0.890632117,0.199005041,0.641027836,0.148478127,0.182315456,,,0.088347033,0.374022877,0.277573858,2.343318801,-1.448134719,,,,-5.182506786,-0.650620382,-1.960847139,,,1.0,-1.0,-0.666666667,-1.0,-0.333333333,-1.0,-2.0,1.0,2.333333333,1.333333333,,,1.060702876,-0.55,0.06,-0.169129918,,3.016245377,0.498432014,-4.220167031,-0.274542275,0.196014437,1.281976506,0.118888408,-2.22643705,0.989127748,-19.02921222,,0.264200946,0.441501821,,0.511510067,0.25157246,,,,,-0.8,-1.0,2.0,0.9,,,,,-0.674742447,,-5.807629049,3.306086226,-8.765816571,16.30309119,,1.497354179,3.500033214,,,-0.88365818,,0.0,,,2.0,5.0,0.830985579,-0.1,-0.29,5.952404995,,,,,,,385.9,152.6,392.6,373.8,,,-0.0057714403999999,0.0615004566,0.0534192417999999,0.054357578,0.0153940494,0.1622069598,,1.866245756,-0.25,-0.54,6.518994388,-0.182124474,70.014
1997-06-30,-0.129081244,-0.100869656,,-0.184831678,2.209796957,7.697147721,-2.008099606,-7.977650243,1.179954693,-1.283244007,,,0.176460254,0.16954904,0.195471637,-0.409556886,0.485045413,,,,0.907721815,1.038970385,0.423430414,,,13.0,1.0,-0.666666667,-1.0,-0.333333333,-1.0,-2.0,1.0,2.333333333,1.333333333,,,0.760922862,-1.26,0.08,-0.287392005,8.089339845,5.362699725,-3.839732142,0.117337735,-0.330448766,0.309572549,-0.29622573,0.103911536,1.520587871,1.56253179,19.05125526,,1.310634751,0.0,,0.762392511,0.250941161,,,,,8.9,-4.0,5.0,1.3,13.79674259,6.456129162,40.06045363,2.336868365,-0.293887486,,2.703658305,2.80579528,-1.564977167,-19.11961612,,1.265839687,0.887767403,,,2.339287957,,-1.587334916,,,3.0,0.0,0.381133148,0.02,0.12,-0.128707048,7.300300245,2.290683515,10.77566977,69.0,,,387.1,160.9,400.2,379.3,,,-0.006203207,0.075885514,0.05265364275,0.09806577225,0.103786063,0.10252316125,,-6.944028232,-0.225,-0.21,0.003713293,-0.331596762,80.6175
1997-07-31,-0.064255467,0.222861341,,0.057494845,-0.285741775,8.766516372,2.997227354,7.336622407,5.004618276,0.918280098,,,0.193747309,0.371999076,0.178847296,-3.479822226,0.963089306,,,,-5.733560884,-1.300408442,-2.423497085,,,-15.0,2.0,-0.333333333,0.0,1.333333333,-0.666666667,-2.333333333,-0.333333333,4.0,-1.0,,,0.332476802,0.25,0.0,0.113483796,,-4.833940365,-0.224055657,2.858277877,-1.364775607,-1.309990896,-0.676959639,0.0,-1.520587871,-3.350066973,-21.03244989,,-1.839736514,-2.002291588,,0.252844635,0.250313022,,,,,-3.5,-7.0,-8.0,9.8,,,,,-0.364951165,,-2.727193235,-0.79365496,-11.87693263,-6.216424849,,-0.209863666,-4.255961442,,,-2.635584471,,-0.601807233,,,-8.0,0.0,1.398150611,0.05,0.28,-2.620569662,,,,,,,,,,,,,0.0092589195,-0.0036403022499999,0.01794641525,0.0387426635,-0.07068496525,-0.0039156972499999,,6.090606234,0.15,0.175,-3.796980756,0.180104832,37.81
1997-08-31,-0.02828254,0.05550849,,0.196658252,-0.15420654,-13.92883077,-2.592368501,5.32206962,-4.128700267,-5.061999085,,,0.718859938,0.555416727,0.37292301,4.568268345,-3.082158004,,,,4.673747785,-0.788440352,1.716780362,,,2.0,2.0,-0.333333333,0.0,1.333333333,-0.666666667,-2.333333333,-0.333333333,4.0,-1.0,,,0.901539415,1.01,0.09,0.604569687,,-6.711006526,-8.583494344,-9.493535914,-0.472473351,0.329110055,-0.120508077,0.192692567,-0.250469762,1.787535183,2.008995058,7.328737353,4.664057745,-2.964869392,,0.754720564,0.24968802,,,,,2.0,1.0,4.0,-5.5,,,,,-0.212493488,,-14.26885302,-4.481401579,25.56468494,-16.3845034,,1.666705249,-5.414041967,,,2.924184959,,0.601807233,,,-4.0,-7.0,0.915572767,0.21,0.25,-3.055348506,,,,,,,387.5,158.9,395.5,403.1,,,-0.0267630668,-0.0567082599999999,-0.0026559792,0.0166236324,-0.0553953804,-0.025472607,,3.02886698,0.1,0.255,-3.936184989,1.31382188,37.248000000000005
1997-09-30,0.128354419,-0.613146364,,-0.351371562,0.49198854,-11.08984609,1.204833852,-4.681041784,1.012300763,3.588675933,,,0.453199312,0.452148472,0.355412329,-3.161775399,3.560246564,,,,-1.071165559,-0.13201322,-0.711746777,,,-8.0,-5.0,-0.333333333,0.0,1.333333333,-0.666666667,-2.333333333,-0.333333333,4.0,-1.0,,,1.074881451,0.8,0.12,1.509918297,3.831565329,2.627444154,3.131878414,0.413638705,0.544349727,0.752867713,-0.72611414,0.31049038,0.687287929,-6.716664354,21.96606314,-0.280728147,-2.046107187,1.379332213,,0.250313022,0.249066131,,,,,-5.4,6.0,-5.0,-0.3,3.893163995,2.834603926,14.86261716,13.00690785,-1.033903847,,2.24661877,0.20811662,-31.04050534,-3.528181414,,0.0,0.416378117,,,0.860837454,,5.638033344,,,4.0,-2.0,0.684839423,0.19,0.25,-8.464550985,-1.318646081,15.34044414,-31.0104748,65.0,,,389.6,168.6,389.2,407.1,,,-0.0814249595,-0.1028117905,-0.0669363789999999,-0.0748747912499999,-0.0658496375,-0.06829371825,,4.227445837,-0.1,0.805,-12.08712565,1.517421793,19.2525
1997-10-31,0.007102707,-0.28331094,,-0.218764646,0.181746107,3.595601369,-0.801607499,-11.49914087,3.949737659,0.555043053,,,0.0,0.100200409,0.193330171,-0.700773716,-1.764279924,,,,-0.308166654,-0.929004691,-1.294051128,,,-4.0,-3.0,-8.333333333,-5.333333333,-9.666666667,-9.333333333,-7.666666667,-8.0,-12.0,-9.0,,,1.093739033,0.39,0.03,1.345453795,,9.510571308,14.16573675,8.664042872,0.604904742,1.665492455,-0.291928393,-0.206886434,1.083769704,-2.127739845,-10.19852573,0.893313114,-1.038970385,0.455581654,,-0.250313022,0.0,,,,,-4.2,6.0,3.0,6.4,,,,,-0.390300592,,12.49878725,-2.953801244,-0.187793482,29.48583136,,-2.935221201,2.867090582,,,-2.60506772,,-4.643000258,,,-3.0,6.0,1.629137632,-0.09,0.17,-31.81041608,,,,,,,389.2,156.9,387.3,408.8,,,-0.1586418746,-0.1133174672,-0.1816465612,-0.2303744688,-0.1283914524,-0.1745074448,,0.791374825,0.0,-0.235,-30.30707542,5.36701105,89.9
1997-11-30,0.544523622,0.214393244,,0.697773034,-0.59294933,-12.95032404,-2.650511938,-0.719427563,-7.166389251,-1.299925454,,,0.086918736,0.083423714,0.080444056,-0.989407365,0.0,,,,-4.578542367,-2.702867239,-3.534977785,,,1.0,8.0,-8.333333333,-5.333333333,-9.666666667,-9.333333333,-7.666666667,-8.0,-12.0,-9.0,,,0.943132626,0.45,0.05,10.66310647,,-5.198504469,-2.686848499,-7.252389975,4.41619115,4.606799209,-0.984216538,0.531131375,6.006285968,-2.61452801,-17.25855103,-3.305325001,-2.110896321,1.129955525,,-0.50251362,0.0,,,,,-4.6,-8.0,-2.0,-14.4,,,,,0.703178062,,-13.40554267,0.640343704,-11.96645038,-9.29327554,,-0.640343704,0.536914042,,,-1.179954693,,0.59230183,,,-5.0,-8.0,1.287144815,0.55,0.8,-13.36072558,,,,,,,390.2,156.9,386.1,411.7,,,-0.181632946,-0.1880501192499999,-0.174642902,-0.198463234,-0.228918607,-0.111416093,,-10.50860938,2.7,3.425,-23.0016978,21.21117624,67.0725
1997-12-31,0.173827706,-0.046650528,,0.132143103,-1.926043443,-32.89525167,-3.575564905,-21.23714543,-8.041424771,2.583169461,,,2.50527859,0.548857927,0.465303687,-2.590072843,1.286191364,,,,-9.660342279,-0.549451932,-2.889934956,,,-25.0,13.0,-8.333333333,-5.333333333,-9.666666667,-9.333333333,-7.666666667,-8.0,-12.0,-9.0,,,1.999530105,7.49,0.72,36.95367454,-3.862619537,4.89807695,8.066798749,-13.65291889,27.36134866,22.43067337,-0.686337715,6.31488715,24.08512694,-10.21769694,0.407394536,-7.559292796,-0.267022856,-0.902940672,,-2.293094106,-0.498754151,,,,,-25.4,-27.0,-8.0,-9.7,-2.453013611,4.4335488,0.202728294,-39.28056175,-0.943788287,,-10.44453253,-6.595796779,-25.43456522,42.8312922,,-1.293121467,-0.268096675,,,-1.796455498,,-4.22173245,,,-29.0,-7.0,1.339190673,2.81,7.67,-9.347893289,-18.629633,3.140819794,-58.47434416,,,,,,,,,,-0.3236534984999999,-0.4482113175,-0.27664689625,-0.17388332525,-0.5821899585,-0.2564421205,,-7.554539749,2.875,11.88,-11.66496644,34.35041507,48.73
